StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Scorer,File_id,Time_day,weather_conditions,intersection_type,Dedicated_turn,Wait_at_intersection,signalized_intersect,opposing_lanes,vehicle_movement,Signal_obscured,signal_state,turn_signal,turn_phase,traffic_obscured,time_of_entering,gap_decision,time_of_exiting,lead_vehicle,crash,comment,incomplete_video,Scorer - Topics
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Initials of Scorer:,File_ID:,Time of day,Weather conditions,"Intersection type If all off the video only shows driver driving straight through intersections, then select the intersection closest to the end of the drive and complete the scoring sheet for it",Dedicated turn lanes at intersection? (for specific turn type),"Wait at intersection, due to queue or signal",Signalized Intersection,Opposing lanes,Vehicle Movement,Signal obscured?,Signal State at time of turn/going through intersection,Turn signal indication,Turn phasing (for direction of turn),Oncoming Traffic Obscured,Time of entering the intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Gap Decision,Time of completing intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Following lead vehicle through intersection,Was there a crash?,CommentsReport questions or anything unusual about the drive/video here,"If the driver waits at an intersection and the video ends, select yes",Scorer - Topics
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2_TEXT""}","{""ImportId"":""QID3_TEXT""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17_TEXT""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19_TEXT""}","{""ImportId"":""QID20""}","{""ImportId"":""QID24""}","{""ImportId"":""QID21_TEXT""}","{""ImportId"":""QID23""}","{""ImportId"":""QID2_TEXT_0f9d2c662cea421a838f1eedTopics""}"
4/1/18 10:48,4/1/18 10:50,0,128.119.202.187,100,123,1,4/1/18 10:50,R_3iEZpZ5pKRwfdTM,,,,,42.36720276,-72.51850128,anonymous,EN,AR,17937893,1,2,2,1,1,2,2,3,1,2,2,3,1,103000,1,105800,1,1,,1,Unknown
4/1/18 10:50,4/1/18 10:51,0,128.119.202.187,100,100,1,4/1/18 10:51,R_2CuXyBVcwttaQji,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18123735,2,1,1,1,1,2,2,1,1,2,2,1,1,80500,1,822500,1,1,,1,Unknown
4/1/18 10:52,4/1/18 10:53,0,128.119.202.187,100,111,1,4/1/18 10:53,R_3G0nwm2nQPX3lbh,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18145593,1,1,1,1,1,2,2,1,1,2,2,1,1,144600,1,146700,1,1,,1,Unknown
4/1/18 10:54,4/1/18 10:56,0,128.119.202.187,100,121,1,4/1/18 10:56,R_1P0MIfIex98vaG5,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18372077,2,1,1,1,1,2,2,1,1,2,2,1,1,344600,1,346300,1,1,,1,Unknown
4/1/18 10:56,4/1/18 10:57,0,128.119.202.187,100,83,1,4/1/18 10:57,R_1LNAVphEbKdIIVI,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18373637,2,1,2,1,1,2,2,1,1,2,2,1,1,957800,1,960100,2,1,,1,Unknown
4/1/18 10:57,4/1/18 10:59,0,128.119.202.187,100,143,1,4/1/18 10:59,R_Bzam4VPsmJ8QkhP,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18415664,2,2,2,2,2,2,2,2,1,2,4,3,1,974700,1,979400,1,1,,1,Unknown
4/1/18 10:59,4/1/18 11:02,0,128.119.202.187,100,163,1,4/1/18 11:02,R_117yW6E2TmhVFH6,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18444496,2,1,2,1,1,2,2,3,1,2,2,3,1,1055100,1,1058700,1,1,,1,Unknown
4/1/18 11:02,4/1/18 11:04,0,128.119.202.187,100,102,1,4/1/18 11:04,R_2TvBKehfWBQ7eLg,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18480146,2,2,1,1,2,2,2,1,1,2,2,1,1,1881100,1,1883900,2,1,,1,Unknown
4/1/18 11:04,4/1/18 11:05,0,128.119.202.187,100,79,1,4/1/18 11:05,R_1dovqU5GnRgN5eq,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18499287,2,1,2,1,1,2,2,1,1,2,2,1,1,369500,1,373100,2,1,,1,Unknown
4/1/18 11:05,4/1/18 11:07,0,128.119.202.187,100,99,1,4/1/18 11:07,R_3G8najeL3kGsbYn,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18575173,1,,1,2,2,2,2,2,1,,2,3,1,158600,1,163800,2,1,Hit curb while turning,1,Unknown
4/1/18 11:07,4/1/18 11:09,0,128.119.202.187,100,124,1,4/1/18 11:09,R_3I6JQvdwNUyMvhA,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18588333,2,1,1,1,1,2,1,1,1,2,2,1,1,159300,1,160400,1,1,,1,Unknown
4/1/18 11:09,4/1/18 11:11,0,128.119.202.187,100,93,1,4/1/18 11:11,R_1pMqca8LlxUKgAn,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18590006,2,1,2,1,1,2,2,3,1,2,2,3,,1074900,1,1077900,1,1,,1,Unknown
4/1/18 11:11,4/1/18 11:12,0,128.119.202.187,100,93,1,4/1/18 11:12,R_2Ym2se2UxeYDz1D,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18716504,2,1,2,2,2,2,2,3,1,2,2,3,1,126100,1,129700,2,1,,1,Unknown
4/1/18 11:12,4/1/18 11:14,0,128.119.202.187,100,88,1,4/1/18 11:14,R_25L8r9vb16ThLmh,,,,,42.36720276,-72.51850128,anonymous,EN,AR,18850004,2,1,2,2,1,2,2,2,1,2,2,2,1,631200,2,636700,1,1,,1,Unknown
4/1/18 11:14,4/1/18 11:16,0,128.119.202.187,100,131,1,4/1/18 11:16,R_plzqEwrNkynQNeF,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19003326,2,1,3,2,2,2,2,2,1,2,2,3,1,1086700,1,1090800,2,1,,1,Unknown
4/1/18 11:16,4/1/18 11:18,0,128.119.202.187,100,103,1,4/1/18 11:18,R_1OHSwIu5gdhl29o,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19057173,2,1,2,1,2,2,2,3,1,4,2,2,1,920800,2,922400,1,1,,1,Unknown
4/1/18 11:18,4/1/18 11:20,0,128.119.202.187,100,128,1,4/1/18 11:20,R_30jl3bPYhiw77Ar,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19067766,2,1,1,1,1,2,2,1,1,4,2,1,1,732700,1,734400,1,1,Close to a crash with a bicycle,1,Unknown
4/1/18 11:20,4/1/18 11:23,0,128.119.202.187,100,177,1,4/1/18 11:23,R_1JEGXXU3DQTfTw0,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19074164,2,1,2,2,1,2,2,2,1,2,4,3,1,103400,1,107200,2,1,,1,Unknown
4/1/18 11:23,4/1/18 11:25,0,128.119.202.187,100,90,1,4/1/18 11:25,R_1dcpWMnTxH3TPjd,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19157757,1,1,2,1,2,2,2,2,1,2,2,2,1,84800,2,95200,1,1,,1,Unknown
4/1/18 11:25,4/1/18 11:26,0,128.119.202.187,100,85,1,4/1/18 11:26,R_3Mrp27xqih4MI33,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19186061,2,1,2,1,1,2,2,1,1,2,2,1,1,725000,1,727300,2,1,,1,Unknown
4/1/18 11:26,4/1/18 11:29,0,128.119.202.187,100,171,1,4/1/18 11:29,R_1z7ZALnjvkDxtnP,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19258592,2,2,1,1,2,2,2,3,1,2,2,3,1,97800,1,100200,2,1,,1,Unknown
4/1/18 11:29,4/1/18 11:31,0,128.119.202.187,100,118,1,4/1/18 11:31,R_1Eg1RUPosDABQzZ,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19272199,2,1,1,1,1,2,2,2,1,2,2,2,1,121100,1,127700,2,1,Had to yield to crossing pedestrian,1,Unknown
4/1/18 11:31,4/1/18 11:33,0,128.119.202.187,100,102,1,4/1/18 11:33,R_3MsYiOyLyxjsM5d,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19567893,1,1,2,2,2,2,2,2,1,2,2,3,1,251500,1,256500,2,1,,1,Unknown
4/1/18 11:33,4/1/18 11:34,0,128.119.202.187,100,60,1,4/1/18 11:34,R_pbe7D7fyB3af41b,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19591613,2,,2,2,1,2,2,2,1,2,4,3,1,237600,1,241900,2,1,,1,Unknown
4/1/18 11:34,4/1/18 11:36,0,128.119.202.187,100,114,1,4/1/18 11:36,R_XjGLa7DfJr6Hqr7,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19749007,1,1,2,2,2,2,2,2,1,2,4,3,1,243500,1,250500,1,1,,1,Unknown
4/1/18 11:36,4/1/18 11:38,0,128.119.202.187,100,115,1,4/1/18 11:38,R_331Iz126i7bMfcS,,,,,42.36720276,-72.51850128,anonymous,EN,AR,19952594,2,1,1,2,2,2,1,3,1,4,2,2,1,1692000,2,1698200,1,1,,1,Unknown
4/1/18 11:38,4/1/18 11:40,0,128.119.202.187,100,133,1,4/1/18 11:40,R_6EkCd7y6hUp5kL7,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20023570,2,2,3,1,1,2,1,2,1,2,2,3,1,4478700,1,4483600,1,1,,1,Unknown
4/1/18 11:40,4/1/18 11:42,0,128.119.202.187,100,95,1,4/1/18 11:42,R_3JftxCQbFKSYDkd,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20039533,2,1,2,2,2,2,2,3,1,2,2,3,1,1103900,1,1107000,2,1,,1,Unknown
4/1/18 11:42,4/1/18 11:43,0,128.119.202.187,100,76,1,4/1/18 11:43,R_2uEQL4XyWFQXZI8,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20114296,2,1,2,1,2,2,2,,1,,2,1,,,,,1,1,,2,Unknown
4/1/18 11:43,4/1/18 11:45,0,128.119.202.187,100,125,1,4/1/18 11:45,R_Tci84fBw5M02qfD,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20157453,2,1,1,2,1,2,1,2,1,2,2,3,1,53700,1,57600,2,1,,1,Unknown
4/1/18 11:45,4/1/18 11:47,0,128.119.202.187,100,109,1,4/1/18 11:47,R_1ImA5XCdyDFCH9P,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20162946,2,1,1,2,2,2,1,,1,,2,3,1,,1,,1,1,,2,Unknown
4/1/18 11:47,4/1/18 11:51,0,128.119.202.187,100,217,1,4/1/18 11:51,R_bmB8QrnKeTtzWtr,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20168357,2,2,2,2,2,2,2,3,1,2,2,3,1,145900,1,149600,1,1,,1,Unknown
4/1/18 11:51,4/1/18 11:53,0,128.119.202.187,100,121,1,4/1/18 11:53,R_UWmw96k2RWExWVP,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20273489,2,1,2,1,1,2,2,1,1,2,2,1,1,595300,1,597900,1,1,,1,Unknown
4/1/18 11:53,4/1/18 11:56,0,128.119.202.187,100,152,1,4/1/18 11:56,R_2PsPHvZ87Y81Vwg,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20327999,2,2,2,1,2,2,2,2,1,2,2,2,1,1213700,1,1217600,2,1,,1,Unknown
4/1/18 11:56,4/1/18 11:59,0,128.119.202.187,100,194,1,4/1/18 11:59,R_r6JRWi9vA8etIC5,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20367004,2,1,2,1,1,2,2,1,1,2,2,1,1,1076400,1,1078400,2,1,,1,Unknown
4/1/18 11:59,4/1/18 12:01,0,128.119.202.187,100,111,1,4/1/18 12:01,R_3FL1ZwJtShsn6eh,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20407058,2,2,3,1,1,2,1,2,1,3,2,3,,639800,1,644600,2,1,,1,Unknown
4/1/18 12:01,4/1/18 12:05,0,128.119.202.187,100,230,1,4/1/18 12:05,R_1dE7jfCa0yWjj4D,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20412714,2,2,2,2,2,2,2,2,1,3,2,2,1,344900,1,354100,1,1,"Snowy roadway, slips and hits curb when turning",1,Unknown
4/1/18 12:05,4/1/18 12:07,0,128.119.202.187,100,145,1,4/1/18 12:07,R_2UbgFjkqXACYO0m,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20419825,2,1,3,1,1,2,1,1,1,2,2,1,1,302800,1,305400,2,1,,1,Unknown
4/1/18 12:07,4/1/18 12:09,0,128.119.202.187,100,134,1,4/1/18 12:09,R_2zLQQXYWApjQ231,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20523850,2,1,2,2,2,2,2,3,1,4,2,2,1,1877200,2,1886700,2,1,,1,Unknown
4/1/18 12:09,4/1/18 12:11,0,128.119.202.187,100,88,1,4/1/18 12:11,R_1IKv8oJpAlFKBaG,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20695026,2,1,2,1,2,2,2,1,1,2,2,1,1,1098800,1,1103400,2,1,,1,Unknown
4/1/18 12:11,4/1/18 12:13,0,128.119.202.187,100,105,1,4/1/18 12:13,R_1gN5TLPhn4lqb4W,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20787470,2,1,2,1,2,2,2,2,1,2,4,3,1,788700,1,793300,1,1,,1,Unknown
4/1/18 12:13,4/1/18 12:14,0,128.119.202.187,100,72,1,4/1/18 12:14,R_2V7tnznzyBURXA4,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20838849,2,1,2,1,2,2,2,1,1,2,2,1,1,72900,1,77100,1,1,,1,Unknown
4/1/18 12:14,4/1/18 12:16,0,128.119.202.187,100,138,1,4/1/18 12:16,R_3MxGJmUIXY4XLon,,,,,42.36720276,-72.51850128,anonymous,EN,AR,20935950,2,1,2,1,1,2,1,1,1,2,2,1,1,563800,1,570600,1,1,,1,Unknown
4/1/18 12:16,4/1/18 12:19,0,128.119.202.187,100,148,1,4/1/18 12:19,R_3kH5eyHu0NQNhtM,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21162522,1,1,2,2,2,2,2,3,1,4,2,2,1,496600,2,504800,1,1,,1,Unknown
4/1/18 12:19,4/1/18 12:21,0,128.119.202.187,100,126,1,4/1/18 12:21,R_2ebxizbeo0Op09w,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21187198,2,1,2,1,2,2,2,1,1,3,2,1,1,528500,1,531300,1,1,,1,Unknown
4/1/18 12:21,4/1/18 12:22,0,128.119.202.187,100,74,1,4/1/18 12:22,R_Zrxa1Avfyv5yWFH,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21207329,1,1,2,2,2,2,2,2,1,2,4,3,1,87800,1,91700,2,1,,1,Unknown
4/1/18 12:22,4/1/18 12:24,0,128.119.202.187,100,118,1,4/1/18 12:24,R_2tGdJe0aiDYuolI,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21215381,1,1,2,1,1,2,2,2,1,2,2,2,1,256700,2,264400,1,1,Almost hits vehicle while turning left and stops in intersection,1,Unknown
4/1/18 12:24,4/1/18 12:27,0,128.119.202.187,100,142,1,4/1/18 12:27,R_3fjzcW3mdNEPTqj,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21230761,1,1,2,1,1,2,2,2,1,2,2,2,1,202500,1,211700,1,1,Stopped in middle of intersection to yield to pedestrian,1,Unknown
4/1/18 12:27,4/1/18 12:29,0,128.119.202.187,100,124,1,4/1/18 12:29,R_3O93mOMb4SKpBjR,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21302892,2,1,2,2,1,2,2,2,1,2,2,2,1,360800,1,364400,1,1,,1,Unknown
4/1/18 12:34,4/1/18 12:36,0,128.119.202.187,100,93,1,4/1/18 12:36,R_R4vT0Po6SIAvGXD,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21312662,2,1,1,1,2,2,1,3,1,2,2,3,1,57500,1,59900,1,1,,1,Unknown
4/1/18 12:36,4/1/18 12:37,0,128.119.202.187,100,98,1,4/1/18 12:37,R_3EXYoEKLICXJCph,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21495534,2,2,2,1,2,2,2,2,1,2,2,2,1,193000,1,1990200,1,1,,1,Unknown
4/1/18 12:37,4/1/18 12:39,0,128.119.202.187,100,132,1,4/1/18 12:39,R_3fwnIg70qNeTHLW,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21569723,2,1,2,1,2,2,2,3,1,4,2,2,1,65300,2,67800,1,1,,1,Unknown
4/1/18 12:39,4/1/18 12:41,0,128.119.202.187,100,85,1,4/1/18 12:41,R_2S1Qfks5J7qQLZH,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21733254,2,2,2,2,2,2,2,2,1,,,3,1,,,,2,1,,2,Unknown
4/1/18 12:41,4/1/18 12:43,0,128.119.202.187,100,109,1,4/1/18 12:43,R_2w02fVAHRWH2ljR,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21742380,2,1,2,1,1,2,2,1,1,2,2,1,1,251400,1,252700,2,1,,1,Unknown
4/1/18 12:43,4/1/18 12:45,0,128.119.202.187,100,134,1,4/1/18 12:45,R_3I4wcd6HgmLk4ay,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21889764,2,1,2,2,2,2,2,3,1,2,2,3,1,385700,1,388300,1,1,,1,Unknown
4/1/18 12:45,4/1/18 12:47,0,128.119.202.187,100,135,1,4/1/18 12:47,R_1lfwIy8OWh34Mr5,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21892380,2,1,2,1,2,2,2,3,1,2,2,1,1,557700,1,566800,1,1,Yields to pedestrian,1,Unknown
4/1/18 12:48,4/1/18 12:49,0,128.119.202.187,100,79,1,4/1/18 12:49,R_1g6Kdsjgyal2yhB,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21907473,2,2,1,1,2,2,2,1,1,2,2,1,1,135200,1,141800,1,1,,1,Unknown
4/1/18 12:49,4/1/18 12:51,0,128.119.202.187,100,105,1,4/1/18 12:51,R_3QFejYUiun6V2PJ,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21915111,2,1,2,1,2,2,2,3,1,4,2,2,1,588400,2,595400,1,1,"Almost a crash while turning, seems to have misread the gap",1,Unknown
4/1/18 12:51,4/1/18 12:53,0,128.119.202.187,100,96,1,4/1/18 12:53,R_3erY0VvmIpdkAMs,,,,,42.36720276,-72.51850128,anonymous,EN,AR,21944841,2,1,2,2,2,2,2,3,1,2,2,3,,723200,1,726600,2,1,,1,Unknown
4/1/18 12:53,4/1/18 12:54,0,128.119.202.187,100,80,1,4/1/18 12:54,R_21t5qPA6Kf5HJ6V,,,,,42.36720276,-72.51850128,anonymous,EN,AR,22019894,2,2,2,1,1,2,2,1,1,2,2,1,1,952100,1,955300,1,1,,1,Unknown
4/1/18 12:54,4/1/18 12:56,0,128.119.202.187,100,94,1,4/1/18 12:56,R_2EjmshdHwfBJSmj,,,,,42.36720276,-72.51850128,anonymous,EN,AR,22064857,1,1,2,1,2,2,2,1,1,2,2,1,1,553200,1,559200,2,1,,1,Unknown
4/1/18 12:56,4/1/18 12:58,0,128.119.202.187,100,118,1,4/1/18 12:58,R_2V1uujAUTeZMIap,,,,,42.36720276,-72.51850128,anonymous,EN,AR,22108819,2,1,1,1,2,2,2,1,1,2,2,1,1,1105500,1,1110900,1,1,,1,Unknown
4/1/18 12:58,4/1/18 12:59,0,128.119.202.187,100,90,1,4/1/18 12:59,R_2uO1oZYAB6ilPru,,,,,42.36720276,-72.51850128,anonymous,EN,AR,22237868,2,1,2,2,2,2,2,2,1,2,2,2,1,146300,1,150700,2,1,,1,Unknown
4/1/18 14:43,4/1/18 14:52,0,128.119.202.249,100,511,1,4/1/18 14:52,R_1mfm0c1dk1vL7QP,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40361779,2,1,2,1,1,2,2,1,1,2,2,1,1,416100,1,418600,1,1,Blurriness is either due to camera or windshield.,1,Unknown
4/1/18 14:52,4/1/18 14:55,0,128.119.202.249,100,221,1,4/1/18 14:55,R_3qrPeLXniM8sMv6,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40409577,2,2,2,1,2,2,2,2,1,2,2,2,1,138300,1,141500,1,1,,1,Unknown
4/1/18 14:55,4/1/18 15:02,0,128.119.202.249,100,377,1,4/1/18 15:02,R_2XbQtPGl1IrPAHX,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40431127,2,1,2,2,1,2,2,1,1,2,2,1,1,512900,1,514600,1,1,,1,Unknown
4/1/18 15:02,4/1/18 15:09,0,128.119.202.249,100,409,1,4/1/18 15:09,R_3HBUiKYQwtPwEYf,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40821017,2,1,2,2,1,2,2,1,1,2,2,1,1,1678600,1,1682100,1,1,The video should be reviewed on whether the driver is waiting at an intersection when the video ends.,1,Unknown
4/1/18 15:09,4/1/18 15:13,0,128.119.202.249,100,210,1,4/1/18 15:13,R_1YOSHbxvVZwHMVb,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40874162,2,1,2,2,2,2,2,,1,,,,1,,,,,,"The video ends with the driver waiting at the intersection.
Blurriness is due to either the camera or the windshield.",2,Unknown
4/1/18 15:13,4/1/18 15:16,0,128.119.202.249,100,218,1,4/1/18 15:16,R_1nUxYXEWJel19Wh,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40924722,1,1,1,1,2,2,2,,1,,,,1,,,,,,The video ends with the driver at the intersection. ,2,Unknown
4/1/18 15:16,4/1/18 15:19,0,128.119.202.249,100,171,1,4/1/18 15:19,R_8HMMJdoEs8Scb97,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40936924,2,1,2,2,2,2,2,,1,,,,1,,,,,,The video ends with the driver at the intersection.,2,Unknown
4/1/18 15:19,4/1/18 15:24,0,128.119.202.249,100,269,1,4/1/18 15:24,R_2aho2rwxpXFiPWj,,,,,42.36720276,-72.51850128,anonymous,EN,TH,41652134,2,1,2,2,1,2,2,3,1,2,2,3,1,245100,1,247600,1,1,,1,Unknown
4/1/18 15:24,4/1/18 15:28,0,128.119.202.249,100,267,1,4/1/18 15:28,R_WCEjG8DVpbsdsGd,,,,,42.36720276,-72.51850128,anonymous,EN,TH,41660304,2,1,1,2,1,2,1,2,1,2,2,3,1,169700,1,172100,2,1,,1,Unknown
4/1/18 15:28,4/1/18 15:33,0,128.119.202.249,100,265,1,4/1/18 15:33,R_Zt7eigWjxlgLUIN,,,,,42.36720276,-72.51850128,anonymous,EN,TH,41663360,2,1,2,2,1,2,2,1,1,2,2,1,1,546100,1,,1,1,The video ends with the driver in the middle of the intersection.,2,Unknown
4/1/18 15:33,4/1/18 15:37,0,128.119.202.249,100,237,1,4/1/18 15:37,R_3EzNBTHV6T2yZsS,,,,,42.36720276,-72.51850128,anonymous,EN,TH,41991636,2,2,2,2,2,2,2,,1,,,,1,,,,,,The video ends with the driver waiting at the intersection.,2,Unknown
4/1/18 15:37,4/1/18 15:41,0,128.119.202.249,100,240,1,4/1/18 15:41,R_1r2DJzMmKFGzkoi,,,,,42.36720276,-72.51850128,anonymous,EN,TH,42019315,2,1,2,2,1,2,2,3,1,4,2,2,1,1553100,1,,1,1,The video ends with the driver in the middle of the intersection.,2,Unknown
4/1/18 15:41,4/1/18 15:48,0,128.119.202.249,100,444,1,4/1/18 15:48,R_3maGdqJ0trMAqGg,,,,,42.36720276,-72.51850128,anonymous,EN,TH,42521612,2,1,2,2,1,2,2,3,1,4,2,2,1,216800,1,222400,1,1,,1,Unknown
4/1/18 15:48,4/1/18 15:53,0,128.119.202.249,100,259,1,4/1/18 15:53,R_2s0FEf4m6RVwnzT,,,,,42.36720276,-72.51850128,anonymous,EN,TH,42650516,1,1,1,2,1,2,1,3,1,4,3,2,1,98700,1,105100,1,1,,1,Unknown
4/1/18 15:53,4/1/18 15:56,0,128.119.202.249,100,200,1,4/1/18 15:56,R_3PuXikrBpo5WHpM,,,,,42.36720276,-72.51850128,anonymous,EN,TH,42683991,2,1,2,1,2,1,2,,1,,,,1,,,,,,The video ends with the driver waiting at the intersection. ,2,Unknown
4/1/18 15:58,4/1/18 16:03,0,128.119.202.249,100,316,1,4/1/18 16:03,R_51goTlNZZ88wi7D,,,,,42.36720276,-72.51850128,anonymous,EN,TH,42838309,2,2,1,2,2,2,2,,1,,,,1,,,,,,The video ends with the driver about to start to go into the intersection after a green circular signal.,2,Unknown
4/1/18 16:03,4/1/18 16:09,0,128.119.202.249,100,336,1,4/1/18 16:09,R_2ve4qX3ScD9tqF4,,,,,42.36720276,-72.51850128,anonymous,EN,TH,42841176,2,1,3,1,2,2,2,,1,,,,1,,,,,,The video ends with the driver waiting at the intersection. ,2,Unknown
4/1/18 16:09,4/1/18 16:15,0,128.119.202.249,100,384,1,4/1/18 16:15,R_pc4dgbGszB4sabf,,,,,42.36720276,-72.51850128,anonymous,EN,TH,42899755,2,1,3,2,1,2,2,2,1,2,2,3,1,118700,1,123800,1,1,The driver stops in the queue for a split second. ,1,Unknown
4/1/18 16:15,4/1/18 16:19,0,128.119.202.249,100,245,1,4/1/18 16:19,R_1Lwlp90084xjWFP,,,,,42.36720276,-72.51850128,anonymous,EN,TH,43432469,2,1,2,2,1,2,2,2,1,2,2,2,1,65300,2,74500,1,1,The driver waits at the intersection for 2 seconds when the signal is circular green. ,1,Unknown
4/1/18 16:19,4/1/18 16:23,0,128.119.202.249,100,244,1,4/1/18 16:23,R_1pGXCOnPEi7m7YY,,,,,42.36720276,-72.51850128,anonymous,EN,TH,43573266,1,1,2,2,2,2,2,1,1,2,2,1,1,766500,1,770600,1,1,The blurriness is due to either the camera or the windshield. ,1,Unknown
4/1/18 16:23,4/1/18 16:27,0,128.119.202.249,100,226,1,4/1/18 16:27,R_er2Xi03xvOEsKVX,,,,,42.36720276,-72.51850128,anonymous,EN,TH,43709339,2,2,1,2,2,2,2,3,1,2,2,3,1,1834600,1,1839400,1,1,,1,Unknown
4/1/18 16:27,4/1/18 16:31,0,128.119.202.249,100,255,1,4/1/18 16:31,R_1gHJ9K4Tz5ahGRK,,,,,42.36720276,-72.51850128,anonymous,EN,TH,43812869,2,1,2,1,1,2,2,2,1,2,2,2,1,201800,1,204000,1,1,,1,Unknown
4/1/18 16:32,4/1/18 16:38,0,128.119.202.249,100,406,1,4/1/18 16:38,R_210P7yUWMk8cGuP,,,,,42.36720276,-72.51850128,anonymous,EN,TH,44221247,2,1,2,2,1,2,2,1,1,2,2,1,1,3178800,1,3180500,1,1,The driver goes through an intersection from a designated left turn lane.,1,Unknown
